,Model,Target,Template,GDT_TS,GDT_HA,SeqLength,identity,positive,coverage,identity(-misres),positive(-misres),coverage(-misres),num_misres
16116,5JRY_A_4I8P_A_3_5,5JRY_A,4I8P_A_3,0.7605,0.5582,485,128,225,467,128,225,467,0
16117,5JRY_A_4GO3_A_1_4,5JRY_A,4GO3_A_1,0.7479,0.532,485,164,252,458,164,252,458,0
16118,5JRY_A_4PZ2_A_3_2,5JRY_A,4PZ2_A_3,0.8097,0.6053,485,142,230,471,142,230,471,2
16119,5JRY_A_1A4S_A_3_3,5JRY_A,1A4S_A_3,0.7851,0.5655,485,132,224,468,132,224,468,0
16120,5JRY_A_6S6W_A_2_2,5JRY_A,6S6W_A_2,0.7731,0.5524,485,139,218,469,136,214,469,10
16121,5JRY_A_5GT6_A_2_2,5JRY_A,5GT6_A_2,0.7945,0.5791,485,136,236,476,136,236,476,0
16122,5JRY_A_4O6R_A_3_2,5JRY_A,4O6R_A_3,0.7904,0.5739,485,147,237,472,147,237,472,0
16123,5JRY_A_5KF0_A_1_4,5JRY_A,5KF0_A_1,0.9921,0.9555,485,457,476,485,452,471,480,5
16124,5JRY_A_3JZ4_A_1_5,5JRY_A,3JZ4_A_1,0.7788,0.5865,485,165,239,454,165,239,454,0
16125,5JRY_A_4WJ9_A_2_3,5JRY_A,4WJ9_A_2,0.7846,0.5687,485,141,222,469,141,222,469,0
16126,5JRY_A_3PQA_A_1_1,5JRY_A,3PQA_A_1,0.804,0.6038,485,170,265,457,170,265,457,0
16127,5JRY_A_1CW3_A_2_1,5JRY_A,1CW3_A_2,0.7919,0.586,485,134,232,469,134,232,469,0
16128,5JRY_A_3JZ4_A_1_4,5JRY_A,3JZ4_A_1,0.7741,0.5828,485,165,239,454,165,239,454,0
16129,5JRY_A_1O9J_A_2_3,5JRY_A,1O9J_A_2,0.8035,0.5949,485,137,220,469,137,220,469,0
16130,5JRY_A_6S6W_A_2_3,5JRY_A,6S6W_A_2,0.7668,0.5514,485,139,218,469,136,214,469,10
16131,5JRY_A_4I9B_A_3_5,5JRY_A,4I9B_A_3,0.7982,0.5870000000000001,485,122,226,467,122,226,467,0
16132,5JRY_A_4I8P_A_3_3,5JRY_A,4I8P_A_3,0.7636,0.5639,485,128,225,467,128,225,467,0
16133,5JRY_A_5J6B_A_1_1,5JRY_A,5J6B_A_1,0.9764,0.9282,485,429,466,485,425,462,481,4
16134,5JRY_A_4PZ2_A_3_3,5JRY_A,4PZ2_A_3,0.8108,0.6038,485,142,230,471,142,230,471,2
16135,5JRY_A_1UXV_A_1_4,5JRY_A,1UXV_A_1,0.8134,0.6122,485,152,242,469,152,242,469,0
16136,5JRY_A_3PQA_A_1_3,5JRY_A,3PQA_A_1,0.8176,0.6226,485,170,265,457,170,265,457,0
16137,5JRY_A_5MZ5_A_1_4,5JRY_A,5MZ5_A_1,0.9439,0.8270000000000001,485,244,342,473,244,342,473,0
16138,5JRY_A_6ALJ_A_2_2,5JRY_A,6ALJ_A_2,0.8029,0.5907,485,150,232,469,150,232,469,0
16139,5JRY_A_4WJ9_A_2_2,5JRY_A,4WJ9_A_2,0.7699,0.5539999999999999,485,141,222,469,141,222,469,0
16140,5JRY_A_4QJE_B_3_2,5JRY_A,4QJE_B_3,0.7851,0.5812,485,132,231,472,132,231,472,0
16141,5JRY_A_3EK1_A_1_4,5JRY_A,3EK1_A_1,0.7531,0.5556,485,157,238,454,157,238,454,0
16142,5JRY_A_1BXS_A_2_1,5JRY_A,1BXS_A_2,0.7741,0.5603,485,138,224,469,138,224,469,0
16143,5JRY_A_4QJE_B_3_5,5JRY_A,4QJE_B_3,0.7935,0.5844,485,132,231,472,132,231,472,0
16144,5JRY_A_4O6R_A_3_1,5JRY_A,4O6R_A_3,0.7773,0.5645,485,147,237,472,147,237,472,0
16145,5JRY_A_1O9J_A_2_1,5JRY_A,1O9J_A_2,0.7972,0.586,485,137,220,469,137,220,469,0
16146,5JRY_A_1BXS_A_2_3,5JRY_A,1BXS_A_2,0.7794,0.5618,485,138,224,469,138,224,469,0
16147,5JRY_A_3IFG_A_1_5,5JRY_A,3IFG_A_1,0.7002,0.5273,485,154,224,413,153,223,412,1
16148,5JRY_A_4QJE_B_3_1,5JRY_A,4QJE_B_3,0.7909,0.5844,485,132,231,472,132,231,472,0
16149,5JRY_A_3IWJ_A_3_4,5JRY_A,3IWJ_A_3,0.7773,0.5666,485,127,225,469,127,225,469,0
16150,5JRY_A_6ALJ_A_2_5,5JRY_A,6ALJ_A_2,0.8056,0.5943,485,150,232,469,150,232,469,0
16151,5JRY_A_4WJ9_A_2_1,5JRY_A,4WJ9_A_2,0.7773,0.5624,485,141,222,469,141,222,469,0
16152,5JRY_A_4O6R_A_3_4,5JRY_A,4O6R_A_3,0.7898,0.5744,485,147,237,472,147,237,472,0
16153,5JRY_A_6VWF_A_2_4,5JRY_A,6VWF_A_2,0.6431,0.4439,485,144,221,463,124,197,463,44
16154,5JRY_A_5KF0_A_1_3,5JRY_A,5KF0_A_1,0.9796,0.9465,485,457,476,485,452,471,480,5
16155,5JRY_A_3IFG_A_1_4,5JRY_A,3IFG_A_1,0.7070000000000001,0.5329999999999999,485,154,224,413,153,223,412,1
16156,5JRY_A_1A4Z_A_2_1,5JRY_A,1A4Z_A_2,0.7898,0.5797,485,136,228,469,136,228,469,0
16157,5JRY_A_5GT6_A_2_5,5JRY_A,5GT6_A_2,0.7736,0.5597,485,136,236,476,136,236,476,0
16158,5JRY_A_5MZ5_A_1_1,5JRY_A,5MZ5_A_1,0.9355,0.8171,485,244,342,473,244,342,473,0
16159,5JRY_A_4I8P_A_3_4,5JRY_A,4I8P_A_3,0.7709999999999999,0.5660000000000001,485,128,225,467,128,225,467,0
16160,5JRY_A_4PXL_B_3_3,5JRY_A,4PXL_B_3,0.8097,0.6053,485,136,215,467,136,215,467,0
16161,5JRY_A_1A4S_A_3_4,5JRY_A,1A4S_A_3,0.7746,0.5519,485,132,224,468,132,224,468,0
16162,5JRY_A_6S6W_A_2_4,5JRY_A,6S6W_A_2,0.7657,0.5477,485,139,218,469,136,214,469,10
16163,5JRY_A_3EK1_A_1_3,5JRY_A,3EK1_A_1,0.7458,0.5461,485,157,238,454,157,238,454,0
16164,5JRY_A_4PXL_B_3_5,5JRY_A,4PXL_B_3,0.8061,0.6032,485,136,215,467,136,215,467,0
16165,5JRY_A_3EK1_A_1_1,5JRY_A,3EK1_A_1,0.7395,0.5414,485,157,238,454,157,238,454,0
16166,5JRY_A_6BJP_C_3_4,5JRY_A,6BJP_C_3,0.6567,0.4423,485,142,227,473,134,215,473,26
16167,5JRY_A_3JZ4_A_1_1,5JRY_A,3JZ4_A_1,0.7799,0.5833,485,165,239,454,165,239,454,0
16168,5JRY_A_3IWK_A_3_1,5JRY_A,3IWK_A_3,0.7825,0.5671,485,130,230,469,130,230,469,0
16169,5JRY_A_4I9B_A_3_1,5JRY_A,4I9B_A_3,0.7867,0.5776,485,122,226,467,122,226,467,0
16170,5JRY_A_1A4S_A_3_5,5JRY_A,1A4S_A_3,0.7783,0.5577,485,132,224,468,132,224,468,0
16171,5JRY_A_6BJP_C_3_1,5JRY_A,6BJP_C_3,0.6546,0.4476,485,142,227,473,134,215,473,26
16172,5JRY_A_4I8P_A_3_1,5JRY_A,4I8P_A_3,0.7741,0.5702,485,128,225,467,128,225,467,0
16173,5JRY_A_5KF0_A_1_2,5JRY_A,5KF0_A_1,0.9827,0.9486,485,457,476,485,452,471,480,5
16174,5JRY_A_3IWJ_A_3_2,5JRY_A,3IWJ_A_3,0.7898,0.5818,485,127,225,469,127,225,469,0
16175,5JRY_A_5J6B_A_1_2,5JRY_A,5J6B_A_1,0.9853,0.9277,485,429,466,485,425,462,481,4
16176,5JRY_A_4PXL_B_3_2,5JRY_A,4PXL_B_3,0.8082,0.6038,485,136,215,467,136,215,467,0
16177,5JRY_A_3R31_A_1_2,5JRY_A,3R31_A_1,0.7327,0.5199,485,153,229,456,153,229,456,0
16178,5JRY_A_3PQA_A_1_5,5JRY_A,3PQA_A_1,0.8071,0.6127,485,170,265,457,170,265,457,0
16179,5JRY_A_4O6R_A_3_5,5JRY_A,4O6R_A_3,0.7929999999999999,0.5786,485,147,237,472,147,237,472,0
16180,5JRY_A_4I9B_A_3_4,5JRY_A,4I9B_A_3,0.7668,0.5577,485,122,226,467,122,226,467,0
16181,5JRY_A_3IWK_A_3_4,5JRY_A,3IWK_A_3,0.7935,0.5749,485,130,230,469,130,230,469,0
16182,5JRY_A_6ALJ_A_2_4,5JRY_A,6ALJ_A_2,0.8008,0.5875,485,150,232,469,150,232,469,0
16183,5JRY_A_5KF0_A_1_1,5JRY_A,5KF0_A_1,0.9806,0.9413,485,457,476,485,452,471,480,5
16184,5JRY_A_5GT6_A_2_1,5JRY_A,5GT6_A_2,0.7846,0.5671,485,136,236,476,136,236,476,0
16185,5JRY_A_1CW3_A_2_4,5JRY_A,1CW3_A_2,0.7935,0.5896,485,134,232,469,134,232,469,0
16186,5JRY_A_1CW3_A_2_3,5JRY_A,1CW3_A_2,0.8029,0.598,485,134,232,469,134,232,469,0
16187,5JRY_A_1CW3_A_2_2,5JRY_A,1CW3_A_2,0.7814,0.5734,485,134,232,469,134,232,469,0
16188,5JRY_A_5J6B_A_1_3,5JRY_A,5J6B_A_1,0.9858,0.9423,485,429,466,485,425,462,481,4
16189,5JRY_A_6S6W_A_2_5,5JRY_A,6S6W_A_2,0.7673,0.5524,485,139,218,469,136,214,469,10
16190,5JRY_A_4I8P_A_3_2,5JRY_A,4I8P_A_3,0.7715,0.5676,485,128,225,467,128,225,467,0
16191,5JRY_A_6BJP_C_3_2,5JRY_A,6BJP_C_3,0.6468,0.4313,485,142,227,473,134,215,473,26
16192,5JRY_A_5J6B_A_1_5,5JRY_A,5J6B_A_1,0.9895,0.9371,485,429,466,485,425,462,481,4
16193,5JRY_A_1A4Z_A_2_3,5JRY_A,1A4Z_A_2,0.7919,0.5812,485,136,228,469,136,228,469,0
16194,5JRY_A_1A4Z_A_2_4,5JRY_A,1A4Z_A_2,0.7893,0.5807,485,136,228,469,136,228,469,0
16195,5JRY_A_1BXS_A_2_4,5JRY_A,1BXS_A_2,0.7829999999999999,0.5702,485,138,224,469,138,224,469,0
16196,5JRY_A_5A2D_A_2_5,5JRY_A,5A2D_A_2,0.7841,0.5812,485,137,233,467,137,233,467,0
16197,5JRY_A_4PXL_B_3_4,5JRY_A,4PXL_B_3,0.7919,0.5812,485,136,215,467,136,215,467,0
16198,5JRY_A_1UXV_A_1_1,5JRY_A,1UXV_A_1,0.804,0.608,485,152,242,469,152,242,469,0
16199,5JRY_A_1A4Z_A_2_5,5JRY_A,1A4Z_A_2,0.7825,0.5713,485,136,228,469,136,228,469,0
16200,5JRY_A_1UXV_A_1_2,5JRY_A,1UXV_A_1,0.8082,0.6111,485,152,242,469,152,242,469,0
16201,5JRY_A_4I9B_A_3_3,5JRY_A,4I9B_A_3,0.7867,0.5791,485,122,226,467,122,226,467,0
16202,5JRY_A_1O9J_A_2_5,5JRY_A,1O9J_A_2,0.7982,0.5839,485,137,220,469,137,220,469,0
16203,5JRY_A_3IWK_A_3_2,5JRY_A,3IWK_A_3,0.7609999999999999,0.5477,485,130,230,469,130,230,469,0
16204,5JRY_A_1CW3_A_3_4,5JRY_A,1CW3_A_3,0.7809,0.5781,485,134,231,469,134,231,469,0
16205,5JRY_A_5FHZ_A_2_3,5JRY_A,5FHZ_A_2,0.7966,0.5833,485,139,218,469,139,218,469,0
16206,5JRY_A_4WB9_A_2_4,5JRY_A,4WB9_A_2,0.7862,0.5681,485,141,222,469,141,222,469,0
16207,5JRY_A_3JZ4_C_1_4,5JRY_A,3JZ4_C_1,0.7914,0.6038,485,165,239,454,165,239,454,0
16208,5JRY_A_5L2M_A_2_2,5JRY_A,5L2M_A_2,0.7683,0.5514,485,140,221,469,140,221,469,1
16209,5JRY_A_1BI9_A_2_4,5JRY_A,1BI9_A_2,0.7741,0.5655,485,148,229,469,139,218,469,21
16210,5JRY_A_5FHZ_A_2_5,5JRY_A,5FHZ_A_2,0.7825,0.5676,485,139,218,469,139,218,469,0
16211,5JRY_A_1BXS_A_3_2,5JRY_A,1BXS_A_3,0.7814,0.5645,485,138,225,472,138,225,472,0
16212,5JRY_A_1NZX_A_3_3,5JRY_A,1NZX_A_3,0.7867,0.5755,485,134,231,469,134,231,469,0
16213,5JRY_A_1BI9_A_3_1,5JRY_A,1BI9_A_3,0.7689,0.5618,485,148,229,472,139,219,472,21
16214,5JRY_A_1CW3_A_3_1,5JRY_A,1CW3_A_3,0.7778,0.5718,485,134,231,469,134,231,469,0
16215,5JRY_A_5ABM_A_2_5,5JRY_A,5ABM_A_2,0.7846,0.5744,485,138,224,469,138,224,469,0
16216,5JRY_A_6ALJ_A_3_1,5JRY_A,6ALJ_A_3,0.8118,0.5985,485,150,231,472,150,231,472,0
16217,5JRY_A_5ABM_A_2_2,5JRY_A,5ABM_A_2,0.7804,0.5708,485,138,224,469,138,224,469,0
16218,5JRY_A_3JZ4_C_1_3,5JRY_A,3JZ4_C_1,0.7919,0.6095,485,165,239,454,165,239,454,0
16219,5JRY_A_4X2Q_A_2_3,5JRY_A,4X2Q_A_2,0.7673,0.5676,485,150,232,469,141,220,469,21
16220,5JRY_A_6S6W_A_3_3,5JRY_A,6S6W_A_3,0.7757,0.5613,485,139,217,470,136,213,470,10
16221,5JRY_A_1NZX_A_3_5,5JRY_A,1NZX_A_3,0.7778,0.5723,485,134,231,469,134,231,469,0
16222,5JRY_A_4X2Q_A_2_5,5JRY_A,4X2Q_A_2,0.7704,0.5718,485,150,232,469,141,220,469,21
16223,5JRY_A_5ABM_A_3_3,5JRY_A,5ABM_A_3,0.7809,0.5655,485,138,225,472,138,225,472,0
16224,5JRY_A_3JZ4_C_1_1,5JRY_A,3JZ4_C_1,0.7909,0.6022,485,165,239,454,165,239,454,0
16225,5JRY_A_5L2M_A_2_4,5JRY_A,5L2M_A_2,0.7829999999999999,0.5671,485,140,221,469,140,221,469,1
16226,5JRY_A_4X2Q_A_3_2,5JRY_A,4X2Q_A_3,0.7709999999999999,0.5713,485,150,231,472,141,221,472,21
16227,5JRY_A_5L2M_A_2_1,5JRY_A,5L2M_A_2,0.7825,0.5634,485,140,221,469,140,221,469,1
16228,5JRY_A_5FHZ_A_3_3,5JRY_A,5FHZ_A_3,0.7846,0.5702,485,139,217,470,139,217,470,0
16229,5JRY_A_1CW3_A_3_2,5JRY_A,1CW3_A_3,0.7799,0.5734,485,134,231,469,134,231,469,0
16230,5JRY_A_6ALJ_A_3_5,5JRY_A,6ALJ_A_3,0.8129,0.6001,485,150,231,472,150,231,472,0
16231,5JRY_A_3JZ4_C_1_5,5JRY_A,3JZ4_C_1,0.7919,0.6027,485,165,239,454,165,239,454,0
16232,5JRY_A_5FHZ_A_3_2,5JRY_A,5FHZ_A_3,0.8082,0.5917,485,139,217,470,139,217,470,0
16233,5JRY_A_1NZX_A_3_4,5JRY_A,1NZX_A_3,0.7851,0.5734,485,134,231,469,134,231,469,0
16234,5JRY_A_6TE5_A_3_1,5JRY_A,6TE5_A_3,0.8077,0.5933,485,139,217,470,139,217,470,0
16235,5JRY_A_6TE5_A_3_5,5JRY_A,6TE5_A_3,0.7919,0.5791,485,139,217,470,139,217,470,0
16236,5JRY_A_4GO4_A_1_5,5JRY_A,4GO4_A_1,0.7589,0.5472,485,164,251,458,164,251,458,0
16237,5JRY_A_5L2M_A_2_3,5JRY_A,5L2M_A_2,0.7872,0.5708,485,140,221,469,140,221,469,1
16238,5JRY_A_5ABM_A_2_4,5JRY_A,5ABM_A_2,0.7799,0.5645,485,138,224,469,138,224,469,0
16239,5JRY_A_4X2Q_A_2_4,5JRY_A,4X2Q_A_2,0.7509999999999999,0.5482,485,150,232,469,141,220,469,21
16240,5JRY_A_4WB9_A_2_2,5JRY_A,4WB9_A_2,0.7877,0.5713,485,141,222,469,141,222,469,0
16241,5JRY_A_1BXS_A_3_4,5JRY_A,1BXS_A_3,0.7799,0.5655,485,138,225,472,138,225,472,0
16242,5JRY_A_1BI9_A_3_5,5JRY_A,1BI9_A_3,0.7699,0.5582,485,148,229,472,139,219,472,21
16243,5JRY_A_6TE5_A_3_2,5JRY_A,6TE5_A_3,0.8066,0.5891,485,139,217,470,139,217,470,0
16244,5JRY_A_4X2Q_A_2_2,5JRY_A,4X2Q_A_2,0.7683,0.5671,485,150,232,469,141,220,469,21
16245,5JRY_A_1NZX_A_3_2,5JRY_A,1NZX_A_3,0.7856,0.5765,485,134,231,469,134,231,469,0
16246,5JRY_A_5L2M_A_2_5,5JRY_A,5L2M_A_2,0.7919,0.5739,485,140,221,469,140,221,469,1
16247,5JRY_A_1NZX_A_3_1,5JRY_A,1NZX_A_3,0.7788,0.5681,485,134,231,469,134,231,469,0
16248,5JRY_A_3JZ4_C_1_2,5JRY_A,3JZ4_C_1,0.7877,0.6027,485,165,239,454,165,239,454,0
16249,5JRY_A_4X2Q_A_3_3,5JRY_A,4X2Q_A_3,0.76,0.5597,485,150,231,472,141,221,472,21
16250,5JRY_A_4GO4_A_1_3,5JRY_A,4GO4_A_1,0.7521,0.5414,485,164,251,458,164,251,458,0
16251,5JRY_A_6ALJ_A_3_3,5JRY_A,6ALJ_A_3,0.8118,0.6006,485,150,231,472,150,231,472,0
16252,5JRY_A_1BI9_A_2_5,5JRY_A,1BI9_A_2,0.7609999999999999,0.5487,485,148,229,469,139,218,469,21
16253,5JRY_A_5ABM_A_2_1,5JRY_A,5ABM_A_2,0.7856,0.5744,485,138,224,469,138,224,469,0
16254,5JRY_A_5FHZ_A_3_4,5JRY_A,5FHZ_A_3,0.8082,0.5938,485,139,217,470,139,217,470,0
16255,5JRY_A_5FHZ_A_3_5,5JRY_A,5FHZ_A_3,0.7914,0.5776,485,139,217,470,139,217,470,0
16256,5K7F_A_6D7R_A_3_3,5K7F_A,6D7R_A_3,0.595,0.3729,231,33,75,197,29,70,190,7
16257,5K7F_A_3HIM_A_2_1,5K7F_A,3HIM_A_2,0.6327,0.4162,231,38,69,171,38,69,171,0
16258,5K7F_A_2IAI_A_1_5,5K7F_A,2IAI_A_1,0.602,0.4078,231,43,86,174,35,76,158,20
16259,5K7F_A_3DCF_A_1_2,5K7F_A,3DCF_A_1,0.5684,0.3841,231,51,97,186,50,96,186,6
16260,5K7F_A_6O6N_A_3_4,5K7F_A,6O6N_A_3,0.6145,0.3925,231,36,70,189,36,70,189,0
16261,5K7F_A_6AZH_A_1_2,5K7F_A,6AZH_A_1,0.5531,0.3617,231,39,82,153,39,82,153,3
16262,5K7F_A_6O6N_A_3_1,5K7F_A,6O6N_A_3,0.6131,0.39799999999999996,231,36,70,189,36,70,189,0
16263,5K7F_A_3PAS_A_1_5,5K7F_A,3PAS_A_1,0.5056,0.3017,231,56,83,181,55,82,179,4
16264,5K7F_A_3PAS_A_1_1,5K7F_A,3PAS_A_1,0.4916,0.2919,231,56,83,181,55,82,179,4
16265,5K7F_A_4JYK_A_2_1,5K7F_A,4JYK_A_2,0.5447,0.3534,231,33,68,167,31,65,161,6
16266,5K7F_A_4JYK_A_2_3,5K7F_A,4JYK_A_2,0.5628,0.3715,231,33,68,167,31,65,161,6
16267,5K7F_A_2QOP_A_3_2,5K7F_A,2QOP_A_3,0.5782,0.3659,231,39,72,194,39,72,190,4
16268,5K7F_A_3CDL_A_3_4,5K7F_A,3CDL_A_3,0.4497,0.2765,231,32,64,165,29,60,164,15
16269,5K7F_A_4KWA_A_2_3,5K7F_A,4KWA_A_2,0.5196,0.3338,231,37,72,161,37,72,161,1
16270,5K7F_A_6AZH_A_1_4,5K7F_A,6AZH_A_1,0.5377,0.3464,231,39,82,153,39,82,153,3
16271,5K7F_A_3CDL_A_3_1,5K7F_A,3CDL_A_3,0.4567,0.2779,231,32,64,165,29,60,164,15
16272,5K7F_A_3CDL_A_3_5,5K7F_A,3CDL_A_3,0.4609,0.2779,231,32,64,165,29,60,164,15
16273,5K7F_A_3WHB_A_2_2,5K7F_A,3WHB_A_2,0.6089,0.3925,231,36,82,189,36,81,186,3
16274,5K7F_A_2QOP_A_3_3,5K7F_A,2QOP_A_3,0.5726,0.3589,231,39,72,194,39,72,190,4
16275,5K7F_A_2IBD_A_2_1,5K7F_A,2IBD_A_2,0.6075,0.4036,231,38,74,196,38,74,190,8
16276,5K7F_A_6AZH_A_1_1,5K7F_A,6AZH_A_1,0.5531,0.3631,231,39,82,153,39,82,153,3
16277,5K7F_A_2QOP_A_3_1,5K7F_A,2QOP_A_3,0.5684,0.3547,231,39,72,194,39,72,190,4
16278,5K7F_A_5GP9_A_2_4,5K7F_A,5GP9_A_2,0.6145,0.39799999999999996,231,35,81,190,35,81,189,1
16279,5K7F_A_3WHB_A_2_4,5K7F_A,3WHB_A_2,0.6131,0.3994,231,36,82,189,36,81,186,3
16280,5K7F_A_3HIM_A_2_5,5K7F_A,3HIM_A_2,0.6215,0.405,231,38,69,171,38,69,171,0
16281,5K7F_A_5H9T_A_1_3,5K7F_A,5H9T_A_1,0.5,0.3031,231,55,102,205,49,95,196,13
16282,5K7F_A_5H9T_A_1_4,5K7F_A,5H9T_A_1,0.4916,0.2961,231,55,102,205,49,95,196,13
16283,5K7F_A_3CCY_A_1_1,5K7F_A,3CCY_A_1,0.6299,0.4218,231,41,80,180,41,80,180,6
16284,5K7F_A_3DCF_A_1_3,5K7F_A,3DCF_A_1,0.6103,0.4232,231,51,97,186,50,96,186,6
16285,5K7F_A_6D7R_A_3_4,5K7F_A,6D7R_A_3,0.6061,0.3827,231,33,75,197,29,70,190,7
16286,5K7F_A_4KWA_A_2_1,5K7F_A,4KWA_A_2,0.5321,0.3422,231,37,72,161,37,72,161,1
16287,5K7F_A_2IBD_A_2_2,5K7F_A,2IBD_A_2,0.6089,0.4036,231,38,74,196,38,74,190,8
16288,5K7F_A_5GP9_A_2_2,5K7F_A,5GP9_A_2,0.6187,0.3994,231,35,81,190,35,81,189,1
16289,5K7F_A_6OF0_A_3_2,5K7F_A,6OF0_A_3,0.5265,0.3268,231,37,68,193,35,64,187,16
16290,5K7F_A_6AZH_A_1_5,5K7F_A,6AZH_A_1,0.5419,0.3506,231,39,82,153,39,82,153,3
16291,5K7F_A_4KWA_A_2_5,5K7F_A,4KWA_A_2,0.5405,0.3561,231,37,72,161,37,72,161,1
16292,5K7F_A_3DCF_A_1_1,5K7F_A,3DCF_A_1,0.5922,0.3966,231,51,97,186,50,96,186,6
16293,5K7F_A_3DCF_A_1_4,5K7F_A,3DCF_A_1,0.5978,0.405,231,51,97,186,50,96,186,6
16294,5K7F_A_3PAS_A_1_2,5K7F_A,3PAS_A_1,0.4958,0.2933,231,56,83,181,55,82,179,4
16295,5K7F_A_3PAS_A_1_3,5K7F_A,3PAS_A_1,0.514,0.3073,231,56,83,181,55,82,179,4
16296,5K7F_A_6AYI_A_2_4,5K7F_A,6AYI_A_2,0.5293,0.3128,231,36,81,186,36,79,181,5
16297,5K7F_A_2W53_A_2_2,5K7F_A,2W53_A_2,0.5084,0.3059,231,48,84,209,45,80,204,14
16298,5K7F_A_2W53_A_2_4,5K7F_A,2W53_A_2,0.5112,0.3101,231,48,84,209,45,80,204,14
16299,5K7F_A_3AQS_A_3_4,5K7F_A,3AQS_A_3,0.4665,0.2919,231,31,65,221,24,53,202,44
16300,5K7F_A_4W1U_A_1_5,5K7F_A,4W1U_A_1,0.6257,0.4218,231,44,86,184,44,86,184,0
16301,5K7F_A_5GP9_A_2_5,5K7F_A,5GP9_A_2,0.6117,0.3925,231,35,81,190,35,81,189,1
16302,5K7F_A_4W1U_A_1_2,5K7F_A,4W1U_A_1,0.6355,0.4302,231,44,86,184,44,86,184,0
16303,5K7F_A_2IBD_A_2_3,5K7F_A,2IBD_A_2,0.5908,0.3855,231,38,74,196,38,74,190,8
16304,5K7F_A_2IAI_A_1_3,5K7F_A,2IAI_A_1,0.5684,0.3701,231,43,86,174,35,76,158,20
16305,5K7F_A_4UDS_A_3_3,5K7F_A,4UDS_A_3,0.6145,0.3966,231,26,66,195,24,62,187,17
16306,5K7F_A_3RD3_A_3_4,5K7F_A,3RD3_A_3,0.5712,0.3464,231,38,71,198,34,66,183,9
16307,5K7F_A_6D7R_A_3_5,5K7F_A,6D7R_A_3,0.602,0.3799,231,33,75,197,29,70,190,7
16308,5K7F_A_4MO7_A_1_1,5K7F_A,4MO7_A_1,0.5559,0.3534,231,43,93,181,41,89,174,8
16309,5K7F_A_3LHQ_A_3_4,5K7F_A,3LHQ_A_3,0.5838,0.3771,231,38,73,194,38,73,194,0
16310,5K7F_A_4JYK_A_2_4,5K7F_A,4JYK_A_2,0.5405,0.3492,231,33,68,167,31,65,161,6
16311,5K7F_A_3WHB_A_2_3,5K7F_A,3WHB_A_2,0.6131,0.39799999999999996,231,36,82,189,36,81,186,3
16312,5K7F_A_6WAE_A_3_4,5K7F_A,6WAE_A_3,0.5475,0.3268,231,32,75,197,28,70,190,7
16313,5K7F_A_4UDS_A_3_4,5K7F_A,4UDS_A_3,0.6145,0.3939,231,26,66,195,24,62,187,17
16314,5K7F_A_6OF0_A_3_5,5K7F_A,6OF0_A_3,0.5349,0.3366,231,37,68,193,35,64,187,16
16315,5K7F_A_3B81_A_2_2,5K7F_A,3B81_A_2,0.4036,0.243,231,37,71,180,37,68,180,13
16316,5K7F_A_3VPR_A_1_2,5K7F_A,3VPR_A_1,0.6383,0.4316,231,52,88,169,52,88,169,5
16317,5K7F_A_3LHQ_A_3_2,5K7F_A,3LHQ_A_3,0.5922,0.3897,231,38,73,194,38,73,194,0
16318,5K7F_A_3BR0_A_2_2,5K7F_A,3BR0_A_2,0.4637,0.2668,231,36,64,185,36,64,184,1
16319,5K7F_A_6O6N_A_3_5,5K7F_A,6O6N_A_3,0.6089,0.3925,231,36,70,189,36,70,189,0
16320,5K7F_A_3CCY_A_1_5,5K7F_A,3CCY_A_1,0.6383,0.4246,231,41,80,180,41,80,180,6
16321,5K7F_A_4JYK_A_2_2,5K7F_A,4JYK_A_2,0.5489,0.3547,231,33,68,167,31,65,161,6
16322,5K7F_A_2IBD_A_2_4,5K7F_A,2IBD_A_2,0.5964,0.3911,231,38,74,196,38,74,190,8
16323,5K7F_A_3PAS_A_1_4,5K7F_A,3PAS_A_1,0.4958,0.2891,231,56,83,181,55,82,179,4
16324,5K7F_A_4MO7_A_1_5,5K7F_A,4MO7_A_1,0.5405,0.33799999999999997,231,43,93,181,41,89,174,8
16325,5K7F_A_2IAI_A_1_2,5K7F_A,2IAI_A_1,0.588,0.3925,231,43,86,174,35,76,158,20
16326,5K7F_A_3BR0_A_2_3,5K7F_A,3BR0_A_2,0.4581,0.2696,231,36,64,185,36,64,184,1
16327,5K7F_A_6AYI_A_2_1,5K7F_A,6AYI_A_2,0.5307,0.3115,231,36,81,186,36,79,181,5
16328,5K7F_A_6WAE_A_3_3,5K7F_A,6WAE_A_3,0.5419,0.317,231,32,75,197,28,70,190,7
16329,5K7F_A_4W1U_A_1_4,5K7F_A,4W1U_A_1,0.6313,0.4232,231,44,86,184,44,86,184,0
16330,5K7F_A_3VPR_A_1_4,5K7F_A,3VPR_A_1,0.5992,0.3897,231,52,88,169,52,88,169,5
16331,5K7F_A_6OF0_A_3_4,5K7F_A,6OF0_A_3,0.5349,0.3338,231,37,68,193,35,64,187,16
16332,5K7F_A_6AYI_A_2_3,5K7F_A,6AYI_A_2,0.5377,0.317,231,36,81,186,36,79,181,5
16333,5K7F_A_2W53_A_2_5,5K7F_A,2W53_A_2,0.5168,0.317,231,48,84,209,45,80,204,14
16334,5K7F_A_5GP9_A_2_3,5K7F_A,5GP9_A_2,0.6173,0.3953,231,35,81,190,35,81,189,1
